Tel,Filter,HJD,mag,e_mag,mag_aligned,e_mag_aligned
KMTA02,I,8292.19373,0.0,0.0,17.174033,0.01978
KMTA02,I,8292.19521,0.0,0.0,17.143722,0.021201
KMTA02,I,8292.23017,0.0,0.0,17.129699,0.020092
KMTA02,I,8292.2415,0.0,0.0,17.12888,0.019871
KMTA02,I,8292.25594,0.0,0.0,17.130518,0.021748
KMTA02,I,8292.25999,0.0,0.0,17.108928,0.025054
KMTA02,I,8292.27057,0.0,0.0,17.158568,0.027075
KMTA02,I,8292.91794,0.0,0.0,17.223333,0.038575
KMTA02,I,8292.94035,0.0,0.0,17.219949,0.03078
KMTA02,I,8292.95161,0.0,0.0,17.163483,0.026302
KMTA02,I,8292.96241,0.0,0.0,17.190836,0.026207
KMTA02,I,8292.97381,0.0,0.0,17.188889,0.02421
KMTA02,I,8292.98505,0.0,0.0,17.189504,0.02543
KMTA02,I,8293.00508,0.0,0.0,17.178029,0.022101
KMTA02,I,8293.01637,0.0,0.0,17.151502,0.021426
KMTA02,I,8293.02778,0.0,0.0,17.173111,0.021878
KMTA02,I,8293.03896,0.0,0.0,17.170551,0.023425
KMTA02,I,8293.04994,0.0,0.0,17.136147,0.025179
KMTA02,I,8293.06152,0.0,0.0,17.175877,0.025755
KMTA02,I,8293.08721,0.0,0.0,17.164712,0.023533
KMTA02,I,8293.10453,0.0,0.0,17.136966,0.022413
KMTA02,I,8293.11788,0.0,0.0,17.177721,0.020775
KMTA02,I,8293.13074,0.0,0.0,17.161026,0.017792
KMTA02,I,8293.14185,0.0,0.0,17.173009,0.021657
KMTA02,I,8293.15991,0.0,0.0,17.156622,0.020545
KMTA02,I,8293.17122,0.0,0.0,17.182844,0.025315
KMTA02,I,8293.18236,0.0,0.0,17.171677,0.020662
KMTA02,I,8293.19367,0.0,0.0,17.162766,0.022758
KMTA02,I,8293.20537,0.0,0.0,17.162254,0.021652
KMTA02,I,8293.22447,0.0,0.0,17.130927,0.026727
KMTA02,I,8293.23593,0.0,0.0,17.130211,0.024954
KMTA02,I,8293.24736,0.0,0.0,17.130108,0.024954
KMTA02,I,8293.25458,0.0,0.0,17.214514,0.030109
KMTA02,I,8293.264,0.0,0.0,17.11169,0.025387
KMTA02,I,8293.93098,0.0,0.0,17.170141,0.033301
KMTA02,I,8293.94252,0.0,0.0,17.190836,0.029759
KMTA02,I,8293.95354,0.0,0.0,17.203545,0.026769
KMTA02,I,8293.96432,0.0,0.0,17.188684,0.028203
KMTA02,I,8293.97549,0.0,0.0,17.172804,0.026418
KMTA02,I,8293.99472,0.0,0.0,17.1852,0.025649
KMTA02,I,8294.00611,0.0,0.0,17.199035,0.024881
KMTA02,I,8294.01701,0.0,0.0,17.154779,0.023639
KMTA02,I,8294.0282,0.0,0.0,17.175672,0.024203
KMTA02,I,8294.03934,0.0,0.0,17.12008,0.028938
KMTA02,I,8294.05019,0.0,0.0,17.188582,0.026316
KMTA02,I,8294.06915,0.0,0.0,17.176492,0.025533
KMTA02,I,8294.08013,0.0,0.0,17.155803,0.021538
KMTA02,I,8294.0909,0.0,0.0,17.17096,0.020662
KMTA02,I,8294.10247,0.0,0.0,17.168502,0.021213
KMTA02,I,8294.11371,0.0,0.0,17.171882,0.021104
KMTA02,I,8294.13189,0.0,0.0,17.18018,0.019673
KMTA02,I,8294.14325,0.0,0.0,17.170755,0.021987
KMTA02,I,8294.15502,0.0,0.0,17.173009,0.020883
KMTA02,I,8294.16624,0.0,0.0,17.162664,0.022979
KMTA02,I,8294.17751,0.0,0.0,17.179565,0.029086
KMTA02,I,8294.19558,0.0,0.0,17.183766,0.026092
KMTA02,I,8294.20689,0.0,0.0,17.184688,0.031867
KMTA02,I,8294.21825,0.0,0.0,17.134714,0.032943
KMTA02,I,8294.23127,0.0,0.0,17.128164,0.035827
KMTA02,I,8294.24225,0.0,0.0,17.102075,0.031478
KMTA02,I,8294.24883,0.0,0.0,17.183254,0.031977
KMTA02,I,8294.26056,0.0,0.0,17.15355,0.039851
KMTA02,I,8294.9073,0.0,0.0,17.183356,0.028089
KMTA02,I,8294.93265,0.0,0.0,17.129392,0.027169
KMTA02,I,8294.952,0.0,0.0,17.184073,0.026203
KMTA02,I,8294.96889,0.0,0.0,17.176594,0.025755
KMTA02,I,8294.98572,0.0,0.0,17.150991,0.022973
KMTA02,I,8295.00672,0.0,0.0,17.136966,0.020757
KMTA02,I,8295.03077,0.0,0.0,17.170346,0.027526
KMTA02,I,8295.04777,0.0,0.0,17.166658,0.02276
KMTA02,I,8295.06517,0.0,0.0,17.174648,0.025643
KMTA02,I,8295.08272,0.0,0.0,17.182946,0.031421
KMTA02,I,8295.09966,0.0,0.0,17.20416,0.03088
KMTA02,I,8295.12786,0.0,0.0,17.228358,0.032566
KMTA02,I,8295.14464,0.0,0.0,17.212874,0.034112
KMTA02,I,8295.16121,0.0,0.0,17.129085,0.044169
KMTA02,I,8295.16266,0.0,0.0,17.2884,0.049355
KMTA02,I,8295.17933,0.0,0.0,17.208158,0.043019
KMTA02,I,8295.19625,0.0,0.0,17.113123,0.048827
KMTA02,I,8295.22407,0.0,0.0,17.154779,0.049093
KMTA02,I,8295.23992,0.0,0.0,17.184791,0.060834
KMTA02,I,8295.2497,0.0,0.0,17.183459,0.093081
KMTA02,I,8295.26901,0.0,0.0,17.168707,0.085575
KMTA02,I,8295.90439,0.0,0.0,17.111384,0.041706
KMTA02,I,8295.92241,0.0,0.0,17.13758,0.039949
KMTA02,I,8295.9398,0.0,0.0,17.210311,0.043467
KMTA02,I,8295.95727,0.0,0.0,17.206313,0.050376
KMTA02,I,8295.97882,0.0,0.0,17.113225,0.040929
KMTA02,I,8296.00388,0.0,0.0,17.177721,0.041653
KMTA02,I,8296.02062,0.0,0.0,17.131336,0.037163
KMTA02,I,8296.03842,0.0,0.0,17.153857,0.038516
KMTA02,I,8296.05523,0.0,0.0,17.174033,0.040759
KMTA02,I,8296.0763,0.0,0.0,17.137273,0.05197
KMTA02,I,8296.10424,0.0,0.0,17.120898,0.061641
KMTA02,I,8296.12158,0.0,0.0,17.19924,0.087084
KMTA02,I,8296.1387,0.0,0.0,17.077329,0.065259
KMTA02,I,8296.15677,0.0,0.0,17.205595,0.067112
KMTA02,I,8299.90436,0.0,0.0,17.173726,0.067957
KMTA02,I,8299.92124,0.0,0.0,17.16799,0.046322
KMTA02,I,8299.93799,0.0,0.0,17.146793,0.049085
KMTA02,I,8299.95862,0.0,0.0,17.036964,0.072882
KMTA02,I,8299.98253,0.0,0.0,17.408442,0.154328
KMTA02,I,8299.99962,0.0,0.0,17.182229,0.079908
KMTA02,I,8300.01927,0.0,0.0,17.055661,0.074689
KMTA02,I,8300.05662,0.0,0.0,16.976833,0.129714
KMTA02,I,8300.08435,0.0,0.0,17.219846,0.078859
KMTA02,I,8300.10121,0.0,0.0,17.067209,0.079716
KMTA02,I,8300.11809,0.0,0.0,17.091337,0.12833
KMTA02,I,8300.13568,0.0,0.0,16.908921,0.15088
KMTA02,I,8300.15354,0.0,0.0,16.986527,0.088708
KMTA02,I,8300.18214,0.0,0.0,16.889357,0.190244
KMTA02,I,8300.2016,0.0,0.0,16.985915,0.384995
KMTA02,I,8300.22003,0.0,0.0,17.155086,0.300139
KMTA02,I,8300.87638,0.0,0.0,17.007554,0.110988
KMTA02,I,8300.90117,0.0,0.0,17.173624,0.045882
KMTA02,I,8300.91894,0.0,0.0,17.194013,0.031095
KMTA02,I,8300.93588,0.0,0.0,17.208466,0.049932
KMTA02,I,8300.95255,0.0,0.0,17.185508,0.041995
KMTA02,I,8300.97272,0.0,0.0,17.270019,0.052573
KMTA02,I,8301.00054,0.0,0.0,17.156417,0.026852
KMTA02,I,8301.01745,0.0,0.0,17.232051,0.045608
KMTA02,I,8301.03461,0.0,0.0,17.209286,0.031106
KMTA02,I,8301.0522,0.0,0.0,17.143824,0.028841
KMTA02,I,8301.06939,0.0,0.0,17.16502,0.023533
KMTA02,I,8301.09979,0.0,0.0,17.18602,0.040547
KMTA02,I,8301.11644,0.0,0.0,17.19924,0.050033
KMTA02,I,8301.13367,0.0,0.0,17.166453,0.08769
KMTA02,I,8301.15023,0.0,0.0,17.173931,0.036975
KMTA02,I,8301.16745,0.0,0.0,17.111384,0.274551
KMTA02,I,8301.19074,0.0,0.0,17.100336,0.042808
KMTA02,I,8301.2166,0.0,0.0,17.169731,0.062709
KMTA02,I,8302.13021,0.0,0.0,17.204775,0.03444
KMTA02,I,8302.1469,0.0,0.0,17.169321,0.0323
KMTA02,I,8302.16723,0.0,0.0,17.103712,0.030258
KMTA02,I,8302.19151,0.0,0.0,17.220667,0.073388
KMTA02,I,8302.20843,0.0,0.0,17.331149,0.067985
KMTA02,I,8302.22424,0.0,0.0,17.148021,0.043407
KMTA02,I,8302.23424,0.0,0.0,17.297234,0.058533
KMTA02,I,8302.87906,0.0,0.0,17.193398,0.030094
KMTA02,I,8302.89859,0.0,0.0,17.104223,0.051044
KMTA02,I,8302.92085,0.0,0.0,17.120387,0.028051
KMTA02,I,8302.95037,0.0,0.0,17.27084,0.044198
KMTA02,I,8302.96726,0.0,0.0,17.151093,0.034955
KMTA02,I,8302.98396,0.0,0.0,17.185918,0.02576
KMTA02,I,8303.00056,0.0,0.0,17.179463,0.0262
KMTA02,I,8303.01771,0.0,0.0,17.194833,0.024657
KMTA02,I,8303.04749,0.0,0.0,17.174545,0.027528
KMTA02,I,8303.06425,0.0,0.0,17.145257,0.025738
KMTA02,I,8303.08098,0.0,0.0,17.112202,0.024834
KMTA02,I,8303.09839,0.0,0.0,17.143926,0.022527
KMTA02,I,8303.11532,0.0,0.0,17.132667,0.025952
KMTA02,I,8303.13574,0.0,0.0,17.121819,0.023622
KMTA02,I,8303.16353,0.0,0.0,17.167375,0.029633
KMTA02,I,8303.1806,0.0,0.0,17.165634,0.032298
KMTA02,I,8303.19784,0.0,0.0,17.118852,0.041156
KMTA02,I,8303.21508,0.0,0.0,17.146998,0.038177
KMTA02,I,8303.23068,0.0,0.0,17.182434,0.02831
KMTA02,I,8303.24056,0.0,0.0,16.809133,0.335926
KMTA02,I,8303.88344,0.0,0.0,17.169219,0.025973
KMTA02,I,8303.90018,0.0,0.0,17.153038,0.020764
KMTA02,I,8303.91682,0.0,0.0,17.148943,0.021314
KMTA02,I,8303.93843,0.0,0.0,17.165429,0.018564
KMTA02,I,8303.95584,0.0,0.0,17.181922,0.019673
KMTA02,I,8303.98622,0.0,0.0,17.173214,0.02387
KMTA02,I,8304.00325,0.0,0.0,17.162869,0.020768
KMTA02,I,8304.01987,0.0,0.0,17.144336,0.020098
KMTA02,I,8304.03652,0.0,0.0,17.138399,0.039282
KMTA02,I,8304.05329,0.0,0.0,17.134612,0.018222
KMTA02,I,8304.08454,0.0,0.0,17.162357,0.051441
KMTA02,I,8304.11008,0.0,0.0,17.159694,0.043641
KMTA02,I,8304.12705,0.0,0.0,17.173624,0.043766
KMTA02,I,8304.14433,0.0,0.0,17.165532,0.017684
KMTA02,I,8304.21488,0.0,0.0,17.054946,0.092497
KMTA02,I,8304.22446,0.0,0.0,17.113327,0.040818
KMTA02,I,8304.87151,0.0,0.0,17.177721,0.066624
KMTA02,I,8305.87278,0.0,0.0,17.236667,0.048514
KMTA02,I,8305.89004,0.0,0.0,17.103302,0.052156
KMTA02,I,8305.90653,0.0,0.0,17.185713,0.044
KMTA02,I,8305.92506,0.0,0.0,17.243848,0.049526
KMTA02,I,8305.94793,0.0,0.0,17.215847,0.038346
KMTA02,I,8305.96479,0.0,0.0,17.259651,0.046754
KMTA02,I,8305.99253,0.0,0.0,17.161947,0.032184
KMTA02,I,8306.00952,0.0,0.0,17.153141,0.036736
KMTA02,I,8306.02723,0.0,0.0,17.305556,0.056644
KMTA02,I,8306.04738,0.0,0.0,17.181102,0.032976
KMTA02,I,8306.06783,0.0,0.0,17.261499,0.04497
KMTA02,I,8306.09673,0.0,0.0,17.21595,0.041355
KMTA02,I,8306.13132,0.0,0.0,17.324261,0.06316
KMTA02,I,8306.14822,0.0,0.0,17.170653,0.045879
KMTA02,I,8306.16667,0.0,0.0,17.15908,0.044754
KMTA02,I,8306.18682,0.0,0.0,17.205698,0.048591
KMTA02,I,8306.21141,0.0,0.0,17.159285,0.036073
KMTA02,I,8306.22917,0.0,0.0,17.152117,0.033955
KMTA02,I,8306.23213,0.0,0.0,17.130825,0.038052
KMTA02,I,8306.88091,0.0,0.0,17.009085,0.053837
KMTA02,I,8306.89735,0.0,0.0,17.153857,0.039629
KMTA02,I,8306.91404,0.0,0.0,17.188889,0.03977
KMTA02,I,8306.93487,0.0,0.0,17.108621,0.042593
KMTA02,I,8306.95922,0.0,0.0,17.069254,0.095864
KMTA02,I,8306.97686,0.0,0.0,17.217078,0.026555
KMTA02,I,8306.99381,0.0,0.0,17.182639,0.024982
KMTA02,I,8307.01124,0.0,0.0,17.146998,0.029065
KMTA02,I,8307.07779,0.0,0.0,17.199138,0.028432
KMTA02,I,8307.13696,0.0,0.0,16.716207,0.345421
KMTA02,I,8308.87216,0.0,0.0,17.160411,0.052776
KMTA02,I,8308.8894,0.0,0.0,17.196268,0.028874
KMTA02,I,8308.90617,0.0,0.0,17.201392,0.032101
KMTA02,I,8308.92294,0.0,0.0,17.116806,0.026054
KMTA02,I,8308.94017,0.0,0.0,17.184483,0.046785
KMTA02,I,8308.96234,0.0,0.0,17.125605,0.043609
KMTA02,I,8308.98621,0.0,0.0,17.269711,0.052349
KMTA02,I,8309.00343,0.0,0.0,17.247234,0.055448
KMTA02,I,8309.07903,0.0,0.0,17.129904,0.027835
KMTA02,I,8309.09602,0.0,0.0,17.136556,0.024404
KMTA02,I,8309.11682,0.0,0.0,17.15181,0.020763
KMTA02,I,8309.14081,0.0,0.0,17.249799,0.035924
KMTA02,I,8309.1629,0.0,0.0,17.138501,0.026288
KMTA02,I,8309.17958,0.0,0.0,17.133076,0.035497
KMTA02,I,8309.19683,0.0,0.0,17.126833,0.02606
KMTA02,I,8309.20853,0.0,0.0,17.194628,0.056831
KMTA02,I,8309.21016,0.0,0.0,17.212976,0.045922
KMTA02,I,8309.22309,0.0,0.0,17.280081,0.064769
KMTA02,I,8309.87366,0.0,0.0,17.138092,0.023188
KMTA02,I,8309.8906,0.0,0.0,17.165941,0.02088
KMTA02,I,8309.91792,0.0,0.0,17.158465,0.018231
KMTA02,I,8309.93485,0.0,0.0,17.17178,0.018127
KMTA02,I,8309.95218,0.0,0.0,17.164712,0.017025
KMTA02,I,8309.96872,0.0,0.0,17.163483,0.016585
KMTA02,I,8309.98542,0.0,0.0,17.165327,0.017245
KMTA02,I,8310.01465,0.0,0.0,17.140139,0.019105
KMTA02,I,8310.03155,0.0,0.0,17.167375,0.016916
KMTA02,I,8310.05165,0.0,0.0,17.139218,0.016686
KMTA02,I,8310.06996,0.0,0.0,17.141674,0.017346
KMTA02,I,8310.09004,0.0,0.0,17.169117,0.019558
KMTA02,I,8310.11657,0.0,0.0,17.165532,0.022538
KMTA02,I,8310.14207,0.0,0.0,17.143517,0.020649
KMTA02,I,8310.15985,0.0,0.0,17.171985,0.019779
KMTA02,I,8310.17652,0.0,0.0,17.139525,0.024738
KMTA02,I,8310.19377,0.0,0.0,17.131746,0.019762
KMTA02,I,8310.20133,0.0,0.0,17.182844,0.018461
KMTA02,I,8310.21103,0.0,0.0,17.158158,0.020325
KMTA02,I,8310.86776,0.0,0.0,17.114248,0.028823
KMTA02,I,8310.88806,0.0,0.0,17.215437,0.033892
KMTA02,I,8310.9124,0.0,0.0,17.17557,0.027418
KMTA02,I,8310.92903,0.0,0.0,17.154779,0.025743
KMTA02,I,8310.94728,0.0,0.0,17.193296,0.025321
KMTA02,I,8310.96477,0.0,0.0,17.178951,0.022213
KMTA02,I,8310.98277,0.0,0.0,17.175467,0.02642
KMTA02,I,8311.0139,0.0,0.0,17.156213,0.018671
KMTA02,I,8311.03059,0.0,0.0,17.18018,0.01769
KMTA02,I,8311.04721,0.0,0.0,17.171472,0.019669
KMTA02,I,8311.06454,0.0,0.0,17.159592,0.023088
KMTA02,I,8311.0815,0.0,0.0,17.136147,0.016685
KMTA02,I,8311.11284,0.0,0.0,17.179565,0.01747
KMTA02,I,8311.12976,0.0,0.0,17.152526,0.024634
KMTA02,I,8311.14847,0.0,0.0,17.155905,0.021759
KMTA02,I,8311.1653,0.0,0.0,17.129699,0.020092
KMTA02,I,8311.18207,0.0,0.0,17.139218,0.020868
KMTA02,I,8311.19914,0.0,0.0,17.145155,0.02065
KMTA02,I,8311.20968,0.0,0.0,17.150274,0.019219
KMTA02,I,8311.87355,0.0,0.0,17.165532,0.054788
KMTA02,I,8311.89728,0.0,0.0,17.110565,0.039704
KMTA02,I,8311.91411,0.0,0.0,17.193091,0.048912
KMTA02,I,8311.93224,0.0,0.0,17.201802,0.028211
KMTA02,I,8311.94929,0.0,0.0,17.17178,0.036417
KMTA02,I,8311.97003,0.0,0.0,17.168092,0.031077
KMTA02,I,8311.9964,0.0,0.0,17.188992,0.027981
KMTA02,I,8312.01286,0.0,0.0,17.157441,0.024858
KMTA02,I,8312.02961,0.0,0.0,17.18643,0.03298
KMTA02,I,8312.04841,0.0,0.0,17.143415,0.023965
KMTA02,I,8312.06545,0.0,0.0,17.141777,0.023853
KMTA02,I,8312.09663,0.0,0.0,17.193911,0.024767
KMTA02,I,8312.11364,0.0,0.0,17.124889,0.022076
KMTA02,I,8312.13541,0.0,0.0,17.166761,0.030521
KMTA02,I,8312.15245,0.0,0.0,17.21595,0.029776
KMTA02,I,8312.16954,0.0,0.0,17.159797,0.032072
KMTA02,I,8312.19285,0.0,0.0,17.184995,0.028978
KMTA02,I,8312.20329,0.0,0.0,17.166556,0.031187
KMTA02,I,8312.8929,0.0,0.0,17.140446,0.033947
KMTA02,I,8312.9172,0.0,0.0,17.129801,0.034384
KMTA02,I,8312.9341,0.0,0.0,17.139525,0.027064
KMTA02,I,8312.95124,0.0,0.0,17.210003,0.029661
KMTA02,I,8312.96832,0.0,0.0,17.148329,0.021756
KMTA02,I,8312.98921,0.0,0.0,17.169321,0.023093
KMTA02,I,8313.01256,0.0,0.0,17.160821,0.023974
KMTA02,I,8313.03038,0.0,0.0,17.16502,0.027301
KMTA02,I,8313.04795,0.0,0.0,17.160411,0.024416
KMTA02,I,8313.08214,0.0,0.0,17.258933,0.045971
KMTA02,I,8313.10974,0.0,0.0,17.219641,0.030891
KMTA02,I,8313.12681,0.0,0.0,17.189709,0.024543
KMTA02,I,8313.1441,0.0,0.0,17.156725,0.029515
KMTA02,I,8313.16071,0.0,0.0,17.192681,0.026541
KMTA02,I,8313.17737,0.0,0.0,17.26776,0.056927
KMTA02,I,8313.1862,0.0,0.0,17.103302,0.03703
KMTA02,I,8313.19608,0.0,0.0,17.292303,0.052154
KMTA02,I,8313.87215,0.0,0.0,17.152014,0.023637
KMTA02,I,8313.89978,0.0,0.0,17.174648,0.026974
KMTA02,I,8313.91737,0.0,0.0,17.142698,0.019987
KMTA02,I,8313.93495,0.0,0.0,17.163893,0.019445
KMTA02,I,8313.9533,0.0,0.0,17.16164,0.018563
KMTA02,I,8313.97083,0.0,0.0,17.162971,0.020658
KMTA02,I,8313.99149,0.0,0.0,17.158875,0.016913
KMTA02,I,8314.01684,0.0,0.0,17.160616,0.018452
KMTA02,I,8314.03509,0.0,0.0,17.178643,0.016371
KMTA02,I,8314.05199,0.0,0.0,17.163279,0.018123
KMTA02,I,8314.06913,0.0,0.0,17.183049,0.029532
KMTA02,I,8314.09036,0.0,0.0,17.162459,0.021652
KMTA02,I,8314.11438,0.0,0.0,17.12929,0.049289
KMTA02,I,8314.13132,0.0,0.0,17.187967,0.096997
KMTA02,I,8314.14874,0.0,0.0,17.149148,0.021977
KMTA02,I,8314.16566,0.0,0.0,17.15652,0.041968
KMTA02,I,8314.18306,0.0,0.0,17.146281,0.015703
KMTA02,I,8314.20663,0.0,0.0,17.149045,0.023746
KMTA02,I,8314.21414,0.0,0.0,17.14536,0.022086
KMTA02,I,8314.87391,0.0,0.0,17.168912,0.074642
KMTA02,I,8314.89078,0.0,0.0,17.20662,0.056512
KMTA02,I,8314.90791,0.0,0.0,17.178336,0.033752
KMTA02,I,8314.92556,0.0,0.0,17.189914,0.02776
KMTA02,I,8314.94285,0.0,0.0,17.202007,0.027989
KMTA02,I,8314.97089,0.0,0.0,17.214617,0.024668
KMTA02,I,8314.98788,0.0,0.0,17.17557,0.021106
KMTA02,I,8315.00527,0.0,0.0,17.187455,0.022438
KMTA02,I,8315.02274,0.0,0.0,17.167683,0.020771
KMTA02,I,8315.03958,0.0,0.0,17.166658,0.025084
KMTA02,I,8315.06018,0.0,0.0,17.182536,0.020888
KMTA02,I,8315.08416,0.0,0.0,17.162664,0.021762
KMTA02,I,8315.10118,0.0,0.0,17.139422,0.024184
KMTA02,I,8315.11848,0.0,0.0,17.174341,0.02387
KMTA02,I,8315.14086,0.0,0.0,17.183868,0.025426
KMTA02,I,8315.16136,0.0,0.0,17.137785,0.020537
KMTA02,I,8315.18717,0.0,0.0,17.191963,0.02765
KMTA02,I,8315.19011,0.0,0.0,17.151912,0.024966
KMTA02,I,8315.19989,0.0,0.0,17.148431,0.04185
KMTA02,I,8315.86069,0.0,0.0,17.16164,0.035853
KMTA02,I,8315.87754,0.0,0.0,17.149148,0.02829
KMTA02,I,8315.89748,0.0,0.0,17.190939,0.027205
KMTA02,I,8315.91481,0.0,0.0,17.156213,0.026409
KMTA02,I,8315.93116,0.0,0.0,17.20129,0.027878
KMTA02,I,8315.95852,0.0,0.0,17.20457,0.026104
KMTA02,I,8315.96089,0.0,0.0,17.208466,0.023888
KMTA02,I,8315.97786,0.0,0.0,17.200265,0.022334
KMTA02,I,8315.99472,0.0,0.0,17.160513,0.026522
KMTA02,I,8316.01125,0.0,0.0,17.162152,0.019114
KMTA02,I,8316.02977,0.0,0.0,17.160309,0.018893
KMTA02,I,8316.0592,0.0,0.0,17.167273,0.019557
KMTA02,I,8316.07613,0.0,0.0,17.140241,0.017235
KMTA02,I,8316.09274,0.0,0.0,17.16164,0.019224
KMTA02,I,8316.10974,0.0,0.0,17.172497,0.021104
KMTA02,I,8316.12641,0.0,0.0,17.166761,0.021875
KMTA02,I,8316.14812,0.0,0.0,17.203955,0.025216
KMTA02,I,8316.17911,0.0,0.0,17.153141,0.019551
KMTA02,I,8316.18992,0.0,0.0,17.141674,0.020649
KMTA02,I,8316.19986,0.0,0.0,17.146588,0.022086
KMTA02,I,8316.85942,0.0,0.0,17.176389,0.023207
KMTA02,I,8316.87647,0.0,0.0,17.192066,0.024212
KMTA02,I,8316.89482,0.0,0.0,17.157032,0.023418
KMTA02,I,8316.91201,0.0,0.0,17.15867,0.022313
KMTA02,I,8316.93306,0.0,0.0,17.157441,0.021539
KMTA02,I,8316.9584,0.0,0.0,17.156008,0.016254
KMTA02,I,8316.97552,0.0,0.0,17.176185,0.01659
KMTA02,I,8316.99322,0.0,0.0,17.151093,0.016142
KMTA02,I,8317.01044,0.0,0.0,17.169219,0.016697
KMTA02,I,8317.06316,0.0,0.0,17.154881,0.016253
KMTA02,I,8317.08014,0.0,0.0,17.152731,0.016581
KMTA02,I,8317.09723,0.0,0.0,17.157953,0.017242
KMTA02,I,8317.11443,0.0,0.0,17.183971,0.018242
KMTA02,I,8317.1317,0.0,0.0,17.153345,0.019992
KMTA02,I,8317.16039,0.0,0.0,17.120182,0.02097
KMTA02,I,8317.17769,0.0,0.0,17.155393,0.022533
KMTA02,I,8317.18807,0.0,0.0,17.13584,0.024736
KMTA02,I,8317.18987,0.0,0.0,17.20211,0.027323
KMTA02,I,8317.20319,0.0,0.0,17.130108,0.032606
KMTA02,I,8317.87051,0.0,0.0,17.23123,0.029564
KMTA02,I,8317.88719,0.0,0.0,17.150991,0.02419
KMTA02,I,8317.90398,0.0,0.0,17.192476,0.024766
KMTA02,I,8317.92437,0.0,0.0,17.17557,0.020553
KMTA02,I,8317.9493,0.0,0.0,17.146383,0.018007
KMTA02,I,8317.96583,0.0,0.0,17.137989,0.017784
KMTA02,I,8317.98305,0.0,0.0,17.160513,0.019003
KMTA02,I,8317.99979,0.0,0.0,17.171268,0.018126
KMTA02,I,8318.0206,0.0,0.0,17.171472,0.020993
KMTA02,I,8318.04452,0.0,0.0,17.144643,0.022749
KMTA02,I,8318.06187,0.0,0.0,17.161435,0.018123
KMTA02,I,8318.07937,0.0,0.0,17.163381,0.017354
KMTA02,I,8318.09636,0.0,0.0,17.187045,0.017803
KMTA02,I,8318.11353,0.0,0.0,17.154881,0.01823
KMTA02,I,8318.14199,0.0,0.0,17.155598,0.019442
KMTA02,I,8318.15899,0.0,0.0,17.152322,0.020543
KMTA02,I,8318.17558,0.0,0.0,17.115271,0.02152
KMTA02,I,8318.18909,0.0,0.0,17.15181,0.021426
KMTA02,I,8318.19878,0.0,0.0,17.169629,0.021987
KMTA02,I,8318.86452,0.0,0.0,17.182536,0.025093
KMTA02,I,8318.88147,0.0,0.0,17.138808,0.038392
KMTA02,I,8318.89872,0.0,0.0,17.182331,0.027311
KMTA02,I,8318.93127,0.0,0.0,17.13584,0.020425
KMTA02,I,8318.96339,0.0,0.0,17.135328,0.021198
KMTA02,I,8318.98051,0.0,0.0,17.124173,0.022739
KMTA02,I,8318.9971,0.0,0.0,17.138603,0.022414
KMTA02,I,8319.01341,0.0,0.0,17.127652,0.01954
KMTA02,I,8319.03929,0.0,0.0,17.107496,0.018542
KMTA02,I,8319.06304,0.0,0.0,17.144438,0.023744
KMTA02,I,8319.08005,0.0,0.0,17.14669,0.021203
KMTA02,I,8319.09674,0.0,0.0,17.156725,0.020545
KMTA02,I,8319.11341,0.0,0.0,17.149967,0.01999
KMTA02,I,8319.12998,0.0,0.0,17.246105,0.058461
KMTA02,I,8319.17718,0.0,0.0,17.058727,0.250422
KMTA02,I,8319.18986,0.0,0.0,17.214412,0.06199
KMTA02,I,8319.85931,0.0,0.0,17.316963,0.067961
KMTA02,I,8319.87674,0.0,0.0,17.221077,0.079755
KMTA02,I,8319.89468,0.0,0.0,17.132258,0.04907
KMTA02,I,8319.91316,0.0,0.0,17.19596,0.044902
KMTA02,I,8319.9414,0.0,0.0,17.196473,0.036659
KMTA02,I,8319.96413,0.0,0.0,17.15396,0.035068
KMTA02,I,8319.98184,0.0,0.0,17.145667,0.033951
KMTA02,I,8319.99979,0.0,0.0,17.1852,0.033646
KMTA02,I,8320.01682,0.0,0.0,17.16164,0.026633
KMTA02,I,8320.03782,0.0,0.0,17.219231,0.033338
KMTA02,I,8320.06345,0.0,0.0,17.150171,0.027292
KMTA02,I,8320.08023,0.0,0.0,17.133076,0.032164
KMTA02,I,8320.09729,0.0,0.0,17.098393,0.030255
KMTA02,I,8320.12794,0.0,0.0,17.120898,0.0376
KMTA02,I,8320.15054,0.0,0.0,17.144848,0.046188
KMTA02,I,8320.17559,0.0,0.0,17.125401,0.034047
KMTA02,I,8320.18532,0.0,0.0,17.160513,0.032517
KMTA02,I,8320.87126,0.0,0.0,17.14147,0.063005
KMTA02,I,8320.88797,0.0,0.0,17.128471,0.03416
KMTA02,I,8320.9128,0.0,0.0,17.112713,0.03426
KMTA02,I,8320.92994,0.0,0.0,17.162459,0.037188
KMTA02,I,8320.94694,0.0,0.0,17.132155,0.036497
KMTA02,I,8320.9749,0.0,0.0,17.191451,0.042223
KMTA02,I,8320.99195,0.0,0.0,17.158158,0.028295
KMTA02,I,8321.00873,0.0,0.0,17.169629,0.046658
KMTA02,I,8321.03026,0.0,0.0,16.971732,0.21476
KMTA02,I,8321.04887,0.0,0.0,17.256983,0.050323
KMTA02,I,8321.07676,0.0,0.0,17.192578,0.033763
KMTA02,I,8321.09361,0.0,0.0,17.170755,0.057804
