8168.872760 17.156660 17.142431 0.012917 2.124720 -6.372958 -0.043654 0.000000 1.034180 0.000000
8168.874840 17.156660 17.148168 0.028949 2.124704 -6.372898 -0.043654 0.000000 1.034180 0.000000
8168.884550 17.156660 17.171216 0.032607 2.124631 -6.372620 -0.043654 0.000000 1.034180 0.000000
8169.856110 17.156659 17.117072 0.016222 2.117282 -6.344771 -0.043654 0.000000 1.034180 0.000000
8170.855140 17.156658 17.151187 0.016605 2.109727 -6.316135 -0.043654 0.000000 1.034180 0.000000
8170.879980 17.156658 17.163264 0.015752 2.109539 -6.315423 -0.043654 0.000000 1.034180 0.000000
8171.842000 17.156657 17.150684 0.020513 2.102263 -6.287847 -0.043654 0.000000 1.034180 0.000000
8171.869690 17.156657 17.165680 0.016892 2.102053 -6.287054 -0.043654 0.000000 1.034180 0.000000
8172.859030 17.156656 17.151992 0.015088 2.094571 -6.258695 -0.043654 0.000000 1.034180 0.000000
8172.876400 17.156656 17.173833 0.017558 2.094439 -6.258197 -0.043654 0.000000 1.034180 0.000000
8172.893490 17.156656 17.143538 0.013105 2.094310 -6.257707 -0.043654 0.000000 1.034180 0.000000
8173.839210 17.156655 17.113450 0.017552 2.087157 -6.230599 -0.043654 0.000000 1.034180 0.000000
8173.871760 17.156655 17.131361 0.015275 2.086911 -6.229666 -0.043654 0.000000 1.034180 0.000000
8173.905720 17.156655 17.098961 0.159400 2.086654 -6.228693 -0.043654 0.000000 1.034180 0.000000
8174.829530 17.156654 17.147966 0.018222 2.079668 -6.202213 -0.043654 0.000000 1.034180 0.000000
8174.855760 17.156654 17.151791 0.018032 2.079469 -6.201461 -0.043654 0.000000 1.034180 0.000000
8174.872870 17.156654 17.166284 0.025495 2.079340 -6.200970 -0.043654 0.000000 1.034180 0.000000
8174.892350 17.156654 17.172021 0.016227 2.079192 -6.200412 -0.043654 0.000000 1.034180 0.000000
8175.822480 17.156654 17.149979 0.012918 2.072158 -6.173751 -0.043654 0.000000 1.034180 0.000000
8175.843900 17.156653 17.160849 0.014994 2.071996 -6.173137 -0.043654 0.000000 1.034180 0.000000
8175.868130 17.156653 17.145350 0.025396 2.071812 -6.172442 -0.043654 0.000000 1.034180 0.000000
8175.888930 17.156653 17.146759 0.050620 2.071655 -6.171846 -0.043654 0.000000 1.034180 0.000000
8176.827760 17.156653 17.164372 0.014900 2.064555 -6.144935 -0.043654 0.000000 1.034180 0.000000
8176.847590 17.156653 17.146557 0.014520 2.064405 -6.144367 -0.043654 0.000000 1.034180 0.000000
8176.863970 17.156653 17.164674 0.014049 2.064281 -6.143897 -0.043654 0.000000 1.034180 0.000000
8176.895020 17.156652 17.149677 0.014142 2.064046 -6.143007 -0.043654 0.000000 1.034180 0.000000
8177.827520 17.156652 17.176752 0.050822 2.056993 -6.116278 -0.043654 0.000000 1.034180 0.000000
8177.874890 17.156652 17.173732 0.014333 2.056635 -6.114920 -0.043654 0.000000 1.034180 0.000000
8178.823850 17.156651 17.161553 0.020514 2.049458 -6.087719 -0.043654 0.000000 1.034180 0.000000
8178.849450 17.156651 17.164170 0.015373 2.049264 -6.086985 -0.043654 0.000000 1.034180 0.000000
8178.880380 17.156651 17.137097 0.017174 2.049030 -6.086099 -0.043654 0.000000 1.034180 0.000000
8178.902800 17.156650 17.126934 0.015749 2.048861 -6.085456 -0.043654 0.000000 1.034180 0.000000
8179.829880 17.156650 17.122405 0.016507 2.041849 -6.058882 -0.043654 0.000000 1.034180 0.000000
8179.847030 17.156650 17.166284 0.018034 2.041719 -6.058391 -0.043654 0.000000 1.034180 0.000000
8179.864630 17.156650 17.151287 0.015561 2.041586 -6.057886 -0.043654 0.000000 1.034180 0.000000
8179.883650 17.156649 17.181282 0.027610 2.041442 -6.057341 -0.043654 0.000000 1.034180 0.000000
8179.905520 17.156649 17.141626 0.020512 2.041277 -6.056714 -0.043654 0.000000 1.034180 0.000000
8180.813940 17.156649 17.178665 0.018512 2.034406 -6.030675 -0.043654 0.000000 1.034180 0.000000
8180.843270 17.156648 17.151187 0.014709 2.034184 -6.029835 -0.043654 0.000000 1.034180 0.000000
8180.860470 17.156648 17.157930 0.015941 2.034054 -6.029342 -0.043654 0.000000 1.034180 0.000000
8180.877330 17.156648 17.148570 0.020513 2.033927 -6.028858 -0.043654 0.000000 1.034180 0.000000
8180.896480 17.156648 17.149577 0.013576 2.033782 -6.028309 -0.043654 0.000000 1.034180 0.000000
8181.831140 17.156647 17.135789 0.017555 2.026713 -6.001518 -0.043654 0.000000 1.034180 0.000000
8181.855030 17.156647 17.153401 0.016795 2.026532 -6.000833 -0.043654 0.000000 1.034180 0.000000
8181.873570 17.156647 17.151187 0.016035 2.026392 -6.000302 -0.043654 0.000000 1.034180 0.000000
8181.890750 17.156647 17.157930 0.015372 2.026262 -5.999810 -0.043654 0.000000 1.034180 0.000000
8181.909870 17.156647 17.189436 0.040412 2.026118 -5.999261 -0.043654 0.000000 1.034180 0.000000
8182.805230 17.156646 17.170411 0.022812 2.019346 -5.973597 -0.043654 0.000000 1.034180 0.000000
8182.821940 17.156646 17.156118 0.014048 2.019219 -5.973118 -0.043654 0.000000 1.034180 0.000000
