Tel,Filter,HJD,mag,e_mag,mag_aligned,e_mag_aligned
KMTA01,I,8219.12022,0.0,0.0,17.217785,0.014588
KMTA01,I,8219.17805,0.0,0.0,17.215238,0.015666
KMTA01,I,8219.20098,0.0,0.0,17.217785,0.01655
KMTA01,I,8219.23102,0.0,0.0,17.230322,0.017333
KMTA01,I,8219.2535,0.0,0.0,17.207988,0.016258
KMTA01,I,8219.28312,0.0,0.0,17.204755,0.018623
KMTA01,I,8219.3072,0.0,0.0,17.230028,0.014388
KMTA01,I,8220.11067,0.0,0.0,17.225425,0.016842
KMTA01,I,8220.14143,0.0,0.0,17.203481,0.014885
KMTA01,I,8220.16429,0.0,0.0,17.244032,0.031297
KMTA01,I,8220.19059,0.0,0.0,17.225523,0.020492
KMTA01,I,8220.22027,0.0,0.0,17.232085,0.01625
KMTA01,I,8220.24314,0.0,0.0,17.225817,0.017138
KMTA01,I,8220.27399,0.0,0.0,17.233064,0.015269
KMTA01,I,8220.29746,0.0,0.0,17.209066,0.016553
KMTA01,I,8220.32317,0.0,0.0,17.259891,0.050105
KMTA01,I,8221.11556,0.0,0.0,17.219352,0.018815
KMTA01,I,8221.13871,0.0,0.0,17.224935,0.016351
KMTA01,I,8221.16868,0.0,0.0,17.188095,0.014009
KMTA01,I,8221.19108,0.0,0.0,17.217589,0.016648
KMTA01,I,8221.21361,0.0,0.0,17.197699,0.017442
KMTA01,I,8221.24402,0.0,0.0,17.20887,0.02129
KMTA01,I,8221.26687,0.0,0.0,17.128959,0.055224
KMTA01,I,8221.30069,0.0,0.0,17.17241,0.046695
KMTA01,I,8223.09908,0.0,0.0,17.224152,0.022373
KMTA01,I,8223.1221,0.0,0.0,17.203481,0.019809
KMTA01,I,8223.15198,0.0,0.0,17.23894,0.023456
KMTA01,I,8223.1745,0.0,0.0,17.245206,0.025635
KMTA01,I,8223.20657,0.0,0.0,17.226992,0.023264
KMTA01,I,8223.2326,0.0,0.0,17.243444,0.020881
KMTA01,I,8223.25492,0.0,0.0,17.232673,0.019897
KMTA01,I,8223.28778,0.0,0.0,17.235806,0.021378
KMTA01,I,8223.31095,0.0,0.0,17.194661,0.021791
KMTA01,I,8224.08207,0.0,0.0,17.231987,0.016054
KMTA01,I,8224.10486,0.0,0.0,17.180939,0.0145
KMTA01,I,8224.13502,0.0,0.0,17.207596,0.013028
KMTA01,I,8224.15966,0.0,0.0,17.235611,0.012924
KMTA01,I,8224.18974,0.0,0.0,17.212789,0.014883
KMTA01,I,8224.21704,0.0,0.0,17.23845,0.018611
KMTA01,I,8224.24004,0.0,0.0,17.235219,0.019303
KMTA01,I,8224.27344,0.0,0.0,17.21994,0.016746
KMTA01,I,8224.29662,0.0,0.0,17.238059,0.020883
KMTA01,I,8225.10413,0.0,0.0,17.203383,0.017835
KMTA01,I,8225.1273,0.0,0.0,17.199071,0.02169
KMTA01,I,8225.15064,0.0,0.0,17.217393,0.018421
KMTA01,I,8225.21345,0.0,0.0,17.205832,0.015081
KMTA01,I,8225.24222,0.0,0.0,17.228559,0.023858
KMTA01,I,8225.27468,0.0,0.0,17.203285,0.024762
KMTA01,I,8225.29824,0.0,0.0,17.202991,0.021788
KMTA01,I,8226.0918,0.0,0.0,17.234925,0.05741
KMTA01,I,8226.11463,0.0,0.0,17.333832,0.074024
KMTA01,I,8226.14076,0.0,0.0,17.268601,0.166625
KMTA01,I,8227.30326,0.0,0.0,17.307926,0.129296
KMTA01,I,8228.13825,0.0,0.0,17.205048,0.013321
KMTA01,I,8228.16806,0.0,0.0,17.202207,0.01381
KMTA01,I,8228.19029,0.0,0.0,17.205146,0.013907
KMTA01,I,8228.2132,0.0,0.0,17.194955,0.013616
KMTA01,I,8228.24458,0.0,0.0,17.227188,0.012149
KMTA01,I,8228.26731,0.0,0.0,17.218667,0.013318
KMTA01,I,8228.30466,0.0,0.0,17.215336,0.011958
KMTA01,I,8229.07531,0.0,0.0,17.219058,0.017041
KMTA01,I,8229.09825,0.0,0.0,17.210437,0.015864
KMTA01,I,8229.12105,0.0,0.0,17.204167,0.013029
KMTA01,I,8229.15072,0.0,0.0,17.223662,0.012053
KMTA01,I,8229.17638,0.0,0.0,17.203579,0.013321
KMTA01,I,8229.20211,0.0,0.0,17.187114,0.012255
KMTA01,I,8229.22853,0.0,0.0,17.206518,0.012834
KMTA01,I,8229.25891,0.0,0.0,17.220724,0.014489
KMTA01,I,8229.29169,0.0,0.0,17.2314,0.013607
KMTA01,I,8230.08117,0.0,0.0,17.20936,0.01951
KMTA01,I,8230.10676,0.0,0.0,17.196425,0.018133
KMTA01,I,8230.13504,0.0,0.0,17.219744,0.01921
KMTA01,I,8230.15773,0.0,0.0,17.201521,0.019316
KMTA01,I,8230.18713,0.0,0.0,17.173782,0.016072
KMTA01,I,8230.20999,0.0,0.0,17.215728,0.0202
KMTA01,I,8230.23441,0.0,0.0,17.204951,0.019611
KMTA01,I,8230.2646,0.0,0.0,17.193289,0.01528
KMTA01,I,8230.2874,0.0,0.0,17.199855,0.020502
KMTA01,I,8231.09217,0.0,0.0,17.203285,0.016554
KMTA01,I,8231.11505,0.0,0.0,17.212397,0.014981
KMTA01,I,8231.13843,0.0,0.0,17.194171,0.013421
KMTA01,I,8231.17016,0.0,0.0,17.190545,0.013813
KMTA01,I,8231.19435,0.0,0.0,17.212103,0.015471
KMTA01,I,8231.2246,0.0,0.0,17.202403,0.014396
KMTA01,I,8231.2479,0.0,0.0,17.206322,0.015964
KMTA01,I,8231.27178,0.0,0.0,17.213474,0.015079
KMTA01,I,8232.08654,0.0,0.0,17.219156,0.014685
KMTA01,I,8232.10914,0.0,0.0,17.227776,0.014878
KMTA01,I,8232.15939,0.0,0.0,17.205832,0.014395
KMTA01,I,8232.18788,0.0,0.0,17.221997,0.015861
KMTA01,I,8232.21041,0.0,0.0,17.214552,0.012443
KMTA01,I,8232.26105,0.0,0.0,17.193779,0.013714
KMTA01,I,8233.07784,0.0,0.0,17.222683,0.018025
KMTA01,I,8233.10398,0.0,0.0,17.209849,0.020795
KMTA01,I,8233.13015,0.0,0.0,17.236492,0.018908
KMTA01,I,8233.15411,0.0,0.0,17.214258,0.017338
KMTA01,I,8233.18888,0.0,0.0,17.206714,0.012154
KMTA01,I,8233.21556,0.0,0.0,17.214552,0.014686
KMTA01,I,8233.23829,0.0,0.0,17.203089,0.012349
KMTA01,I,8233.2687,0.0,0.0,17.218373,0.014001
KMTA01,I,8233.29338,0.0,0.0,17.215826,0.017338
KMTA01,I,8234.13686,0.0,0.0,17.219646,0.016254
KMTA01,I,8234.16338,0.0,0.0,17.214356,0.019015
KMTA01,I,8234.19281,0.0,0.0,17.216903,0.019409
KMTA01,I,8234.215,0.0,0.0,17.198091,0.017935
KMTA01,I,8234.24269,0.0,0.0,17.205342,0.022778
KMTA01,I,8234.27059,0.0,0.0,17.213083,0.016355
KMTA01,I,8234.2931,0.0,0.0,17.214062,0.017437
KMTA01,I,8235.05507,0.0,0.0,17.21416,0.053142
KMTA01,I,8235.08519,0.0,0.0,17.224838,0.027233
KMTA01,I,8235.108,0.0,0.0,17.163193,0.020714
KMTA01,I,8235.13398,0.0,0.0,17.194563,0.040492
KMTA01,I,8235.15975,0.0,0.0,17.215434,0.022377
KMTA01,I,8236.06724,0.0,0.0,17.177116,0.023583
KMTA01,I,8236.09984,0.0,0.0,17.229931,0.030908
KMTA01,I,8237.05797,0.0,0.0,17.24785,0.031096
KMTA01,I,8237.08123,0.0,0.0,17.207498,0.030822
KMTA01,I,8237.1038,0.0,0.0,17.215336,0.021288
KMTA01,I,8237.13935,0.0,0.0,17.218667,0.02674
KMTA01,I,8237.16152,0.0,0.0,17.214062,0.030321
KMTA01,I,8237.21342,0.0,0.0,17.208674,0.027639
KMTA01,I,8237.23916,0.0,0.0,17.224348,0.02386
KMTA01,I,8237.26187,0.0,0.0,17.202501,0.020501
KMTA01,I,8237.29179,0.0,0.0,17.225523,0.03499
KMTA01,I,8238.07272,0.0,0.0,17.210731,0.023667
KMTA01,I,8238.10363,0.0,0.0,17.18584,0.024671
KMTA01,I,8238.13048,0.0,0.0,17.228559,0.021183
KMTA01,I,8238.15496,0.0,0.0,17.23943,0.021179
KMTA01,I,8238.18465,0.0,0.0,17.207106,0.021984
KMTA01,I,8239.06435,0.0,0.0,17.204363,0.025854
KMTA01,I,8239.08732,0.0,0.0,17.179076,0.033925
KMTA01,I,8239.09053,0.0,0.0,17.301179,0.036826
KMTA01,I,8239.18623,0.0,0.0,17.204167,0.027741
KMTA01,I,8239.21732,0.0,0.0,17.208968,0.022974
KMTA01,I,8239.24547,0.0,0.0,17.217589,0.021683
KMTA01,I,8241.04443,0.0,0.0,17.176724,0.027358
KMTA01,I,8241.07418,0.0,0.0,17.180547,0.026163
KMTA01,I,8241.09712,0.0,0.0,17.17839,0.021204
KMTA01,I,8241.12033,0.0,0.0,17.211123,0.042872
KMTA01,I,8241.15061,0.0,0.0,17.205832,0.029629
KMTA01,I,8241.17263,0.0,0.0,17.220234,0.020791
KMTA01,I,8241.20206,0.0,0.0,17.191035,0.019616
KMTA01,I,8241.22462,0.0,0.0,17.211319,0.0203
KMTA01,I,8241.24677,0.0,0.0,17.142891,0.057009
KMTA01,I,8241.277,0.0,0.0,17.208576,0.027441
KMTA01,I,8241.29987,0.0,0.0,17.181625,0.047485
KMTA01,I,8241.32928,0.0,0.0,17.128371,0.074121
KMTA01,I,8243.04619,0.0,0.0,17.082726,0.073278
KMTA01,I,8243.07821,0.0,0.0,17.21994,0.090771
KMTA01,I,8243.1009,0.0,0.0,17.168194,0.060179
KMTA01,I,8243.12367,0.0,0.0,17.191035,0.049672
KMTA01,I,8243.15637,0.0,0.0,17.247654,0.054603
KMTA01,I,8243.1811,0.0,0.0,17.227188,0.0661
KMTA01,I,8243.21237,0.0,0.0,17.169468,0.060078
KMTA01,I,8243.24284,0.0,0.0,17.258129,0.034968
KMTA01,I,8243.26518,0.0,0.0,17.182801,0.028946
KMTA01,I,8243.29671,0.0,0.0,17.227776,0.027927
KMTA01,I,8243.31946,0.0,0.0,17.201717,0.024366
KMTA01,I,8244.04625,0.0,0.0,17.188977,0.023181
KMTA01,I,8244.07483,0.0,0.0,17.200345,0.019514
KMTA01,I,8244.09723,0.0,0.0,17.191623,0.015968
KMTA01,I,8244.1301,0.0,0.0,17.207302,0.014884
KMTA01,I,8244.15286,0.0,0.0,17.20593,0.014983
KMTA01,I,8244.18525,0.0,0.0,17.188389,0.01489
KMTA01,I,8244.21128,0.0,0.0,17.203187,0.01469
KMTA01,I,8244.23392,0.0,0.0,17.188389,0.01538
KMTA01,I,8244.26917,0.0,0.0,17.207106,0.018425
KMTA01,I,8244.29317,0.0,0.0,17.198777,0.016753
KMTA01,I,8244.31726,0.0,0.0,17.212103,0.018719
KMTA01,I,8245.0265,0.0,0.0,17.199757,0.023077
KMTA01,I,8245.06185,0.0,0.0,17.184566,0.025962
KMTA01,I,8245.08433,0.0,0.0,17.207302,0.028932
KMTA01,I,8245.11515,0.0,0.0,17.21563,0.030618
KMTA01,I,8245.14022,0.0,0.0,17.195249,0.015771
KMTA01,I,8245.16282,0.0,0.0,17.179665,0.015972
KMTA01,I,8245.19173,0.0,0.0,17.202501,0.018525
KMTA01,I,8245.21456,0.0,0.0,17.217001,0.018126
KMTA01,I,8245.24133,0.0,0.0,17.192407,0.021297
KMTA01,I,8245.26745,0.0,0.0,17.179469,0.023384
KMTA01,I,8245.2899,0.0,0.0,17.203089,0.019908
KMTA01,I,8245.31962,0.0,0.0,17.207596,0.019807
KMTA01,I,8246.02409,0.0,0.0,17.204363,0.019216
KMTA01,I,8246.02576,0.0,0.0,17.209458,0.017931
KMTA01,I,8246.04908,0.0,0.0,17.212103,0.016552
KMTA01,I,8246.07543,0.0,0.0,17.186232,0.017347
KMTA01,I,8246.10755,0.0,0.0,17.184076,0.017545
KMTA01,I,8246.13028,0.0,0.0,17.217785,0.012831
KMTA01,I,8246.16191,0.0,0.0,17.217883,0.013806
KMTA01,I,8246.18862,0.0,0.0,17.186036,0.015872
KMTA01,I,8246.21164,0.0,0.0,17.191819,0.015183
KMTA01,I,8246.24136,0.0,0.0,17.202697,0.016653
KMTA01,I,8246.27022,0.0,0.0,17.205146,0.014395
KMTA01,I,8246.29992,0.0,0.0,17.21514,0.016846
KMTA01,I,8246.32223,0.0,0.0,17.218079,0.023367
KMTA01,I,8247.29275,0.0,0.0,17.203873,0.014689
KMTA01,I,8247.32228,0.0,0.0,17.202991,0.017342
KMTA01,I,8248.0185,0.0,0.0,17.20544,0.01882
KMTA01,I,8248.04214,0.0,0.0,17.181821,0.019619
KMTA01,I,8248.07383,0.0,0.0,17.123072,0.036253
KMTA01,I,8248.09887,0.0,0.0,17.201325,0.015671
KMTA01,I,8248.12113,0.0,0.0,17.026333,0.138685
KMTA01,I,8248.15473,0.0,0.0,17.182801,0.022093
KMTA01,I,8248.17876,0.0,0.0,17.143479,0.044922
KMTA01,I,8248.20471,0.0,0.0,17.318388,0.069266
KMTA01,I,8248.23598,0.0,0.0,17.17241,0.013427
KMTA01,I,8248.25895,0.0,0.0,17.206126,0.017341
KMTA01,I,8248.28966,0.0,0.0,17.339988,0.236539
KMTA01,I,8248.31691,0.0,0.0,17.162605,0.03892
KMTA01,I,8249.03479,0.0,0.0,17.182801,0.023878
KMTA01,I,8249.06133,0.0,0.0,17.199855,0.029235
KMTA01,I,8249.08398,0.0,0.0,17.175351,0.023882
KMTA01,I,8249.11316,0.0,0.0,17.186036,0.036411
KMTA01,I,8249.16088,0.0,0.0,17.232673,0.077172
KMTA01,I,8249.19304,0.0,0.0,17.270069,0.056373
KMTA01,I,8251.06592,0.0,0.0,17.334223,0.045351
KMTA01,I,8251.08836,0.0,0.0,17.22043,0.020297
KMTA01,I,8251.11841,0.0,0.0,17.153778,0.022006
KMTA01,I,8251.14352,0.0,0.0,17.209849,0.021092
KMTA01,I,8251.16932,0.0,0.0,17.188879,0.016559
KMTA01,I,8251.19537,0.0,0.0,17.207694,0.014297
KMTA01,I,8251.21909,0.0,0.0,17.211613,0.015569
KMTA01,I,8251.2515,0.0,0.0,17.216707,0.01783
KMTA01,I,8251.27424,0.0,0.0,17.194367,0.019417
KMTA01,I,8251.29971,0.0,0.0,17.205342,0.0205
KMTA01,I,8251.32904,0.0,0.0,17.178488,0.026164
KMTA01,I,8252.00936,0.0,0.0,17.206126,0.020203
KMTA01,I,8252.03399,0.0,0.0,17.196229,0.020108
KMTA01,I,8252.06768,0.0,0.0,17.188879,0.016166
KMTA01,I,8252.09051,0.0,0.0,17.202501,0.016063
KMTA01,I,8252.11383,0.0,0.0,17.192407,0.018825
KMTA01,I,8252.1438,0.0,0.0,17.196621,0.014496
KMTA01,I,8252.16616,0.0,0.0,17.193583,0.013714
KMTA01,I,8252.1987,0.0,0.0,17.17839,0.014207
KMTA01,I,8252.22159,0.0,0.0,17.195445,0.013519
KMTA01,I,8252.25016,0.0,0.0,17.173488,0.01745
KMTA01,I,8252.28037,0.0,0.0,17.233652,0.020588
KMTA01,I,8252.30664,0.0,0.0,17.173096,0.020612
KMTA01,I,8253.00634,0.0,0.0,17.185056,0.015675
KMTA01,I,8253.03354,0.0,0.0,17.171822,0.01255
KMTA01,I,8253.06343,0.0,0.0,17.192309,0.012254
KMTA01,I,8253.08769,0.0,0.0,17.198777,0.013811
KMTA01,I,8253.11004,0.0,0.0,17.22425,0.022868
KMTA01,I,8253.14155,0.0,0.0,17.202207,0.014886
KMTA01,I,8253.16445,0.0,0.0,17.182703,0.014499
KMTA01,I,8253.19489,0.0,0.0,17.190447,0.01774
KMTA01,I,8253.21747,0.0,0.0,17.188977,0.024669
KMTA01,I,8253.24006,0.0,0.0,17.17937,0.022987
KMTA01,I,8253.27402,0.0,0.0,17.172508,0.019524
KMTA01,I,8253.29974,0.0,0.0,17.206028,0.017538
KMTA01,I,8253.33301,0.0,0.0,17.202599,0.034408
KMTA01,I,8254.02917,0.0,0.0,17.214258,0.021783
KMTA01,I,8254.055,0.0,0.0,17.253332,0.029602
KMTA01,I,8254.0854,0.0,0.0,17.207988,0.030722
KMTA01,I,8254.10882,0.0,0.0,17.233946,0.024351
KMTA01,I,8254.13626,0.0,0.0,17.183488,0.026758
KMTA01,I,8254.1634,0.0,0.0,17.174273,0.087151
KMTA01,I,8254.18736,0.0,0.0,17.205146,0.036
KMTA01,I,8254.21737,0.0,0.0,17.200149,0.018625
KMTA01,I,8254.23974,0.0,0.0,17.206518,0.021786
KMTA01,I,8254.26182,0.0,0.0,17.189761,0.015674
KMTA01,I,8254.29361,0.0,0.0,17.188193,0.013813
KMTA01,I,8254.31621,0.0,0.0,17.165252,0.015288
KMTA01,I,8255.0239,0.0,0.0,17.194857,0.017443
KMTA01,I,8255.04827,0.0,0.0,17.173488,0.015679
KMTA01,I,8255.07159,0.0,0.0,17.219058,0.014979
KMTA01,I,8255.10195,0.0,0.0,17.173292,0.011871
KMTA01,I,8255.12476,0.0,0.0,17.190251,0.01587
KMTA01,I,8255.15984,0.0,0.0,17.204559,0.018327
KMTA01,I,8255.18308,0.0,0.0,17.189957,0.01853
KMTA01,I,8255.2088,0.0,0.0,17.180645,0.018632
KMTA01,I,8255.24034,0.0,0.0,17.207204,0.019116
KMTA01,I,8255.26314,0.0,0.0,17.199365,0.01754
KMTA01,I,8255.29114,0.0,0.0,17.200149,0.021195
KMTA01,I,8256.01324,0.0,0.0,17.170253,0.016762
KMTA01,I,8256.03875,0.0,0.0,17.154367,0.023394
KMTA01,I,8256.0694,0.0,0.0,17.205146,0.020995
KMTA01,I,8256.0921,0.0,0.0,17.215728,0.023665
KMTA01,I,8256.11802,0.0,0.0,17.197503,0.017935
KMTA01,I,8256.14413,0.0,0.0,17.182605,0.017743
KMTA01,I,8256.16671,0.0,0.0,17.191035,0.020209
KMTA01,I,8256.19818,0.0,0.0,17.196229,0.02298
KMTA01,I,8256.22227,0.0,0.0,17.188095,0.018333
KMTA01,I,8256.24658,0.0,0.0,17.189075,0.012643
KMTA01,I,8256.27814,0.0,0.0,17.176233,0.017154
KMTA01,I,8256.30327,0.0,0.0,17.203677,0.0362
KMTA01,I,8257.025,0.0,0.0,17.212887,0.025452
KMTA01,I,8257.05096,0.0,0.0,17.183292,0.02041
